Country Name,Country Code,Series Name,Series Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Turkmenistan,TKM,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.2087611225188,95.3020134228188,99.9696578927406,99.9604336472264,99.9618902439024,99.9591836734694,99.950495049505,99.947357338387,99.9362786745964,99.9435665914221,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-316.755862085343,-387.625629111829,-370.223304915054,-447.086015789502,-146.913617364016,-139.825572159442,-174.688879659114,-65.3227394893109,-44.6199251894095,-77.5413791124831,-208.933255329523,-230.242786121235,-236.563875036853,-234.034862645084,-217.551830849574,-221.256619004083,-208.594597536936,-195.058440326652,-200.670890476192,-106.762241067235,-108.271122977915,-164.211770609353,-166.232571606282,-191.918493997701,-191.511336767881,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.44,21.45,15.5,18.32,20.12,17.36,16.16,14.42,15.48,12.81,12.58,11.97,11.27,10.72,9.98,10.06,10.17,9.72,9.64,10.16,10.64,10.18,..,..
Turkmenistan,TKM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4658.22103185641,3942.06868757284,2632.08430373092,2602.71371416625,3231.88350173029,3266.72485202936,2805.29919304736,2761.67550204878,2840.04401308058,3301.51641634221,3246.926414408,3242.87800275869,3316.84497108166,3626.30274483358,3714.08059509977,3795.38867480415,3815.4863753508,4267.30715176793,4236.19647339612,3647.19315018439,4076.86531918518,4342.35284864721,4396.53813536124,4412.07096881624,4402.91950185695,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.70140016553506,1.87048597488328,2.3285407510694,2.3381463419649,1.52534395150508,1.37551466274101,1.67997538020923,1.48655011061172,1.52226573325307,1.49782245376856,1.57457509932687,1.61239592991682,1.54932510334669,1.43503031806475,1.44321701208569,1.56662542561727,1.69751046651556,1.65447393375596,1.87550222248347,2.26608929192837,2.16890481867043,2.28670715910152,2.45516658585276,2.6366961640005,2.84910917429117,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,587.751206480881,534.620421338579,429.453510547643,427.689226312342,655.589841893223,727.000610816671,595.24681836436,672.698480099335,656.915529368849,667.635871984676,635.091968892114,620.195065892771,645.442327010584,696.849388763144,692.896488626361,638.314675383227,589.097987744768,604.421731643614,533.190517191623,441.288877522134,461.062187419092,437.310040343301,407.304337621012,379.262508002727,350.986901107007,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.15,5.2,5.2,5.14,4.75,4.6,5.09,4.92,4.72,6.34,5.95,5.95,..
Turks and Caicos Islands,TCA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.82,3.79,3.86,3.89,4.04,4.35,4.38,5.02,3.55,4.22,4.03,3.89,3.84,3.32,3.34,3.01,2.87,2.9,3.21,2.83,2.79,2.79,2.79,..
Tuvalu,TUV,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.42,13.54,13.15,12.91,12.72,12.14,11.86,11.53,10.81,10.45,10.2,9.9,10.03,10.13,9.98,9.71,10.06,9.87,9.88,9.52,10.72,10.2,9.86,..
Uganda,UGA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.185891382532,38.3050774418513,41.9436661025615,38.1362425339997,38.028148170073,36.2334318778667,30.8307574472741,31.03764353919,29.0884237109461,31.3305494812264,30.0778307808185,30.7679843521235,31.4733943262738,30.3221832549054,24.7915178816679,26.9012925400591,33.6081311163207,35.6731940219413,36.6740053794149,37.5506137001135,36.9436736077277,38.21172825574,40.5408266662634,41.8226590812881,38.7333424921006,34.5781824462704,..,..,..,..,..,..,..,..
Ukraine,UKR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.52079189353908,4.20516614176904,3.12424450195587,4.8056663242029,5.97790965552283,5.13515047389086,4.72248816916049,5.54249659779785,9.11634211044565,8.33061927139068,6.58262732893869,6.96284208028796,5.54640149332842,5.12629849951168,6.45662802834697,6.6498846234529,6.66863320447336,5.22748928667879,5.9775892328622,6.87482360801525,6.96506873980554,5.61483062149907,5.28273922051996,7.12471477393576,4.65888171452123,3.32926197349915,..,..,..,..,..,..,..,..
Ukraine,UKR,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.7061809755346,16.6737889947462,16.7388642065338,16.9293189614641,16.9007414423347,16.8846513019745,18.2044478485653,17.4423312676437,16.9114836138688,17.5952635741869,17.4853592886045,17.567403343692,17.5685018320927,19.0002663588742,20.6141844750865,18.3725721170655,12.6531182561985,11.4384130526723,10.0282471207668,6.73198209873343,8.31603363907895,9.46457516876295,8.08568130145239,7.21867159509773,6.98667399368045,6.23164803711106,..,..,..,..,..,..,..,..
Ukraine,UKR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.5098350445038,26.9802166863578,29.2291046580294,32.7559336200742,33.963287998303,36.3856341676083,43.5358481275816,44.6689460483844,43.5799265549158,41.9119015493416,45.1576175490019,44.0785171553735,44.932362362593,45.1733552339519,47.8064055375488,47.7406098551473,46.6923351601435,47.154918955827,46.6498083972874,47.7620536922802,47.2133370051052,46.2933705398363,45.4404299188861,42.9563358904732,48.5720566011815,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.0773007038905,13.8357507352756,8.96412053091944,7.37283856025911,5.12991273376646,5.36113217865969,2.70645840741855,1.30858254698413,1.30208635010368,0.82992136974829,0.693061791684426,0.613993970012095,0.466665130320559,0.360694308798721,0.313135197494918,0.315201196258465,0.359669414644497,0.325603436415611,0.509902069724694,0.975699664207259,0.435316796237846,0.284691302295997,0.269707556348714,0.201336045347072,0.118697623299904,0.460187035803292,..,..,..,..,..,..,..,..
Ukraine,UKR,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.9693730619571,68.8146171718732,67.6466508400147,62.4384000557229,60.0588023461741,58.4792153585009,51.7416637032579,49.7885573538178,47.3019936749186,49.7557344251617,48.2562518611074,48.9493816658276,49.5085612886871,49.6831439225784,45.7188375542493,45.589065853383,46.6209187871637,47.4372105110292,47.2121545699064,45.2582954630542,45.6950240430445,47.9609947267989,48.8962155240645,49.2426667217329,45.8387141090809,41.2700175191847,..,..,..,..,..,..,..,..
Ukraine,UKR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0.00173765971988925,0.001744754105988,0.00350326095206955,0.00925909851102122,0.0126748553914226,0.0172023439580929,0.018128879854969,0.0204396680167605,0.018112848219507,0.166113803241767,0.160447799943921,0.104827236650367,0.126570212044824,0.130291154564294,0.380615336529494,0.676282613858115,0.928149471081192,1.05238482986651,..,..,..,..,..,..,..,..
Ukraine,UKR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3000000,3000000,6000000,16000000,22000000,31000000,33000000,38000000,35000000,326000000,309000000,182000000,239000000,254000000,755000000,1310000000,1689000000,1706000000,..,..,..,..,..,..,..,..
Ukraine,UKR,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.1185041051421,52.993439575085,49.1253089565574,48.4198886444764,47.265060834324,50.1452407582096,50.8862203574669,47.914563942248,45.0416461321433,44.066912379595,42.870271896652,43.0899924747936,43.4037276773023,45.0485624542716,44.2436791440032,43.3293160292783,39.5579291485581,39.0044710863972,37.3316503311665,30.578826989134,40.4060578759874,32.3089370763812,30.2962533465636,25.669858000735,27.2085082165267,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.78,14.54,13.96,13.23,11.93,11.51,10.27,9.76,9.23,9.23,10.26,9.31,8.99,8.52,8.3,8.08,7.79,7.42,7.5,6.95,6.98,6.89,..,..
Ukraine,UKR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4841.46285752136,4836.64535142452,4195.67057900047,3716.40969880378,3183.23677637441,3168.38800423625,2927.5851499867,2825.44174544275,2693.46962174133,2702.50119426259,2699.81721932027,2730.69798503692,2785.72112522061,2993.69230793431,2998.144687064,3002.56178576541,2904.81211261885,2960.97597087194,2875.78612822631,2456.60794499694,2850.62109196092,2732.9430064486,2651.19490441648,2517.84915787513,2298.8402819258,..,..,..,..,..,..,..,..,..
Ukraine,UKR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.8302098104892,91.6638945299922,90.6826092074305,89.0032714532312,88.1469104778716,88.0186973361442,85.4575414474889,84.684598741625,84.2847749505283,85.1009724058476,84.1805499328953,84.3575941383482,84.2888384649325,84.7799896863019,83.5607504075926,83.2777787000839,82.0025216600054,81.3841920995732,80.850749663177,78.9707052339806,80.4538000297851,79.55403601909,79.2576090487236,78.2318522496021,75.3495057807649,..,..,..,..,..,..,..,..,..
Ukraine,UKR,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.71258356866776,4.29722646328673,4.45027167602324,4.3085593990732,3.89871270659647,3.46643427191024,3.40536681309369,3.45222111553711,3.58127457739731,3.5909125087562,3.83880150115868,4.16720774536298,4.3409906747558,4.45699786264756,5.01012053793566,5.1990848202266,5.81845112046573,6.20539076078818,6.56654753001983,6.55081991097336,5.89758994178114,6.50725513754449,6.73233776883764,7.10491014659664,7.02097119911041,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,212.197828522052,232.708238335466,224.705382682075,232.096138726811,256.494919030078,288.480877339391,293.654121533981,289.668583364892,279.230195392264,278.480747598714,260.497970446809,239.968837913766,230.362162677591,224.36627317698,199.59599622967,192.341543671222,171.867044905235,161.150206094835,152.287026847574,152.652647086953,169.560788368068,153.674626069349,148.536813561072,140.747733520461,142.430437562072,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,100,100,100,96.2774957698816,96.2805526036132,96.2933279903827,96.2892483349191,96.2721729490022,96.2871564778463,96.2824179075042,96.2818181818182,96.2916666666667,96.2775089745591,96.2876180713187,96.2803234501348,96.2977197027927,96.2939110070258,96.2941617197856,96.2972871742736,96.2908421537046,96.2925513987193,96.893763509727,96.6317928646696,95.8661971830986,96.3494250119789,96.6115390831223,96.9106749449229,97.2018901139627,97.2362130783678,97.2558139534884,97.6648797145964,97.8648390391776,97.9675892643182,98.1368091871863,98.2946904706701,98.4112263036446,98.5214063523248,98.5999172861797,98.6208576998051,98.5963359755983,98.4776191130029,98.5255091625709,..,..,..,..,..,..,..,..
